OrderID,CustomerID,RestaurantID,OrderTimestamp,OrderAmount,DiscountAmount,DeliveryFee,PaymentMode,OrderStatus,CustomerName,CustomerCity,SignupTime,AcquisitionChannel,RestaurantName,Cuisine,RestaurantCity,AvgRating,OrderYear,OrderMonth,DaysSinceSignup,IsDelivered,IsCancelled,IsRefunded,NetAmount
O021009,C04465,R0026,2026-01-08,676.51,0.0,37.0,UPI,Cancelled,Sneha Patel,Pune,2025-05-30,Google Ads,Haldiram's,Biryani,Delhi,3.5,2026,1,223,False,True,False,676.51
O021010,C02669,R0157,2024-07-06,1053.27,0.0,26.0,Cash,Delivered,Ananya Mishra,Hyderabad,2025-02-23,WhatsApp Campaign,Biryani By Kilo,Fast Food,Pune,4.1,2024,7,-232,True,False,False,1053.27
O021011,C04205,R0199,2025-01-25,1182.68,118.27,46.0,UPI,Delivered,Arjun Gupta,Gurugram,2025-02-14,WhatsApp Campaign,Burger King,Biryani,Mumbai,4.0,2025,1,-20,True,False,False,1064.41
O021012,C03494,R0042,2025-01-07,1044.46,0.0,39.0,UPI,Refunded,Rohan Agarwal,Hyderabad,2025-03-13,Referral,Chaayos,North Indian,Chennai,4.8,2025,1,-65,False,False,True,1044.46
O021013,C00146,R0146,2024-08-21,593.22,59.32,53.0,Card,Delivered,Ananya Mishra,Noida,2024-09-19,Instagram Ads,Starbucks,Fast Food,Delhi,4.4,2024,8,-29,True,False,False,533.9
O021014,C03111,R0135,2024-01-10,674.93,0.0,39.0,Card,Delivered,Ananya Mishra,Pune,2024-08-28,Referral,KFC,Fast Food,Noida,4.8,2024,1,-231,True,False,False,674.93
O021015,C03460,R0028,2025-07-12,783.58,78.36,57.0,UPI,Cancelled,Arjun Gupta,Gurugram,2025-10-27,Instagram Ads,Haldiram's,Fast Food,Hyderabad,4.8,2025,7,-107,False,True,False,705.22
O021016,C03612,R0149,2024-08-21,507.07,0.0,51.0,UPI,Delivered,Neha Singh,Noida,2024-04-29,Organic,Barbeque Nation,Pizza,Gurugram,4.9,2024,8,114,True,False,False,507.07
O021017,C01119,R0102,2026-02-24,892.08,0.0,28.0,Card,Cancelled,Neha Singh,Delhi,2025-08-21,Instagram Ads,Starbucks,Fast Food,Noida,4.9,2026,2,187,False,True,False,892.08
O021018,C01766,R0137,2025-08-13,859.37,0.0,24.0,Card,Delivered,Sneha Patel,Gurugram,2024-07-12,WhatsApp Campaign,Pizza Hut,Biryani,Chennai,4.0,2025,8,397,True,False,False,859.37
O021019,C02527,R0097,2025-11-03,946.72,0.0,38.0,Wallet,Delivered,Rahul Sharma,Hyderabad,2024-12-14,Instagram Ads,Haldiram's,Fast Food,Delhi,3.8,2025,11,324,True,False,False,946.72
O021020,C00063,R0098,2024-07-20,1080.42,0.0,36.0,Wallet,Refunded,Ananya Mishra,Pune,2025-07-22,Google Ads,Behrouz Biryani,North Indian,Gurugram,3.8,2024,7,-367,False,False,True,1080.42
O021021,C03587,R0160,2025-02-25,776.54,0.0,53.0,Card,Delivered,Ananya Mishra,Bengaluru,2025-09-18,Organic,Starbucks,Healthy,Gurugram,3.8,2025,2,-205,True,False,False,776.54
O021022,C00841,R0048,2026-01-04,699.94,0.0,33.0,Cash,Cancelled,Ananya Mishra,Hyderabad,2025-10-14,Instagram Ads,Chaayos,Biryani,Pune,4.0,2026,1,82,False,True,False,699.94
O021023,C03212,R0185,2024-03-28,1347.71,0.0,25.0,UPI,Delivered,Sneha Patel,Noida,2025-05-22,WhatsApp Campaign,Barbeque Nation,Cafe,Chennai,4.4,2024,3,-420,True,False,False,1347.71
O021024,C04082,R0124,2025-04-18,609.55,0.0,29.0,Card,Delivered,Priya Verma,Pune,2024-01-27,Instagram Ads,Barbeque Nation,Pizza,Gurugram,3.8,2025,4,447,True,False,False,609.55
O021025,C00244,R0084,2025-09-11,1552.74,155.27,25.0,Cash,Delivered,Ananya Mishra,Gurugram,2024-11-02,Google Ads,Behrouz Biryani,North Indian,Hyderabad,4.5,2025,9,313,True,False,False,1397.47
O021026,C01263,R0089,2024-01-27,966.72,0.0,31.0,UPI,Delivered,Ananya Mishra,Chennai,2024-07-04,Referral,Starbucks,Healthy,Noida,3.5,2024,1,-159,True,False,False,966.72
O021027,C00859,R0181,2025-09-04,828.54,0.0,29.0,Wallet,Refunded,Neha Singh,Noida,2024-01-12,Google Ads,Subway,Fast Food,Hyderabad,4.6,2025,9,601,False,False,True,828.54
O021028,C04353,R0050,2025-07-19,1390.44,0.0,41.0,Card,Refunded,Arjun Gupta,Bengaluru,2025-04-14,Organic,Subway,Cafe,Mumbai,3.6,2025,7,96,False,False,True,1390.44
O021029,C03053,R0053,2024-04-15,844.16,84.42,26.0,Wallet,Cancelled,Priya Verma,Bengaluru,2024-08-20,Organic,Starbucks,Cafe,Chennai,4.5,2024,4,-127,False,True,False,759.74
O021030,C04224,R0065,2025-04-05,877.48,87.75,23.0,Card,Cancelled,Neha Singh,Bengaluru,2025-06-06,Google Ads,Burger King,Cafe,Gurugram,3.5,2025,4,-62,False,True,False,789.73
O021031,C02048,R0006,2024-01-26,593.1,59.31,49.0,UPI,Delivered,Amit Kumar,Bengaluru,2024-07-04,Google Ads,Burger King,Healthy,Noida,4.6,2024,1,-160,True,False,False,533.79
O021032,C04237,R0050,2025-01-05,815.3,0.0,48.0,UPI,Delivered,Rohan Agarwal,Chennai,2025-10-28,Google Ads,Subway,Cafe,Mumbai,3.6,2025,1,-296,True,False,False,815.3
O021033,C03154,R0053,2024-01-14,1239.24,0.0,49.0,UPI,Refunded,Neha Singh,Noida,2025-01-14,Referral,Starbucks,Cafe,Chennai,4.5,2024,1,-366,False,False,True,1239.24
O021034,C04220,R0175,2024-11-12,264.34,0.0,27.0,UPI,Refunded,Rohan Agarwal,Hyderabad,2025-03-16,Instagram Ads,Barbeque Nation,Pizza,Delhi,3.8,2024,11,-124,False,False,True,264.34
O021035,C01402,R0085,2024-02-07,872.75,0.0,40.0,Cash,Delivered,Rahul Sharma,Mumbai,2024-01-18,WhatsApp Campaign,Domino's Pizza,Fast Food,Delhi,3.7,2024,2,20,True,False,False,872.75
O021036,C00480,R0131,2026-03-20,406.77,40.68,24.0,UPI,Delivered,Ananya Mishra,Noida,2024-07-19,Instagram Ads,KFC,Fast Food,Delhi,3.8,2026,3,609,True,False,False,366.09
O021037,C02482,R0139,2025-08-27,909.29,0.0,59.0,Cash,Delivered,Priya Verma,Bengaluru,2024-06-25,WhatsApp Campaign,McDonald's,North Indian,Bengaluru,4.9,2025,8,428,True,False,False,909.29
O021038,C02141,R0036,2025-02-06,318.41,31.84,47.0,UPI,Delivered,Sneha Patel,Hyderabad,2024-10-18,WhatsApp Campaign,Subway,Healthy,Pune,4.5,2025,2,111,True,False,False,286.57000000000005
O021039,C00816,R0064,2026-04-03,1504.83,150.48,55.0,UPI,Refunded,Amit Kumar,Mumbai,2024-02-05,Google Ads,Chaayos,Pizza,Delhi,4.6,2026,4,788,False,False,True,1354.35
O021040,C01783,R0125,2025-12-26,306.6,30.66,22.0,UPI,Refunded,Rohan Agarwal,Bengaluru,2025-01-21,Referral,Biryani By Kilo,Cafe,Noida,4.1,2025,12,339,False,False,True,275.94
O021041,C03811,R0038,2026-02-15,860.13,0.0,57.0,Wallet,Delivered,Priya Verma,Noida,2025-03-28,Referral,Haldiram's,Pizza,Mumbai,4.5,2026,2,324,True,False,False,860.13
O021042,C02694,R0072,2025-12-09,283.01,28.3,48.0,Card,Delivered,Rohan Agarwal,Mumbai,2025-02-22,Instagram Ads,Biryani By Kilo,Pizza,Bengaluru,4.4,2025,12,290,True,False,False,254.70999999999998
O021043,C04443,R0143,2024-04-26,826.39,0.0,45.0,Cash,Delivered,Neha Singh,Pune,2024-12-21,Organic,Domino's Pizza,North Indian,Pune,4.1,2024,4,-239,True,False,False,826.39
O021044,C03592,R0181,2024-05-14,767.5,76.75,54.0,Wallet,Delivered,Arjun Gupta,Hyderabad,2024-05-29,Organic,Subway,Fast Food,Hyderabad,4.6,2024,5,-15,True,False,False,690.75
O021045,C04203,R0092,2024-02-29,1507.67,0.0,27.0,UPI,Refunded,Amit Kumar,Noida,2025-03-23,Google Ads,Biryani By Kilo,Fast Food,Gurugram,3.7,2024,2,-388,False,False,True,1507.67
O021046,C01837,R0073,2025-05-12,829.6,82.96,28.0,UPI,Delivered,Sneha Patel,Noida,2025-11-10,Organic,McDonald's,North Indian,Bengaluru,3.6,2025,5,-182,True,False,False,746.64
O021047,C02603,R0172,2024-08-17,1437.58,0.0,27.0,UPI,Cancelled,Ananya Mishra,Bengaluru,2024-01-03,Instagram Ads,Subway,Pizza,Hyderabad,4.4,2024,8,227,False,True,False,1437.58
O021048,C04885,R0095,2025-05-13,680.12,0.0,29.0,UPI,Delivered,Ananya Mishra,Gurugram,2024-09-24,Google Ads,McDonald's,Pizza,Mumbai,4.1,2025,5,231,True,False,False,680.12
O021049,C04583,R0192,2024-06-09,1099.88,109.99,43.0,Card,Cancelled,Rahul Sharma,Mumbai,2024-09-19,Instagram Ads,Haldiram's,Fast Food,Noida,5.0,2024,6,-102,False,True,False,989.8900000000001
O021050,C04862,R0056,2025-12-12,1065.38,106.54,56.0,Cash,Cancelled,Neha Singh,Chennai,2025-08-02,Referral,KFC,North Indian,Bengaluru,4.0,2025,12,132,False,True,False,958.8400000000001
O021051,C02350,R0142,2024-12-20,1575.42,157.54,29.0,Wallet,Delivered,Amit Kumar,Bengaluru,2024-02-11,Instagram Ads,Chaayos,Biryani,Chennai,3.7,2024,12,313,True,False,False,1417.88
O021052,C01598,R0176,2024-07-27,727.33,72.73,32.0,UPI,Refunded,Rahul Sharma,Bengaluru,2024-10-27,Organic,Behrouz Biryani,Pizza,Delhi,4.9,2024,7,-92,False,False,True,654.6
O021053,C01696,R0027,2024-07-31,984.47,0.0,39.0,Card,Delivered,Rohan Agarwal,Noida,2024-02-03,WhatsApp Campaign,KFC,Fast Food,Pune,4.2,2024,7,179,True,False,False,984.47
O021054,C03475,R0192,2024-12-02,797.57,0.0,44.0,UPI,Delivered,Sneha Patel,Pune,2024-05-29,WhatsApp Campaign,Haldiram's,Fast Food,Noida,5.0,2024,12,187,True,False,False,797.57
O021055,C00152,R0026,2025-03-05,852.56,0.0,41.0,Cash,Delivered,Rahul Sharma,Gurugram,2025-08-15,WhatsApp Campaign,Haldiram's,Biryani,Delhi,3.5,2025,3,-163,True,False,False,852.56
O021056,C00456,R0143,2026-03-07,486.17,0.0,40.0,Card,Delivered,Rahul Sharma,Gurugram,2024-10-21,Instagram Ads,Domino's Pizza,North Indian,Pune,4.1,2026,3,502,True,False,False,486.17
O021057,C00883,R0052,2024-06-27,1415.32,0.0,54.0,UPI,Refunded,Arjun Gupta,Pune,2025-08-05,Instagram Ads,Behrouz Biryani,Pizza,Pune,3.9,2024,6,-404,False,False,True,1415.32
O021058,C01054,R0081,2024-12-14,761.16,76.12,39.0,UPI,Refunded,Priya Verma,Chennai,2025-11-05,Organic,Starbucks,Pizza,Noida,3.7,2024,12,-326,False,False,True,685.04
O021059,C04539,R0014,2025-05-22,485.73,0.0,50.0,UPI,Delivered,Ananya Mishra,Mumbai,2024-12-13,Google Ads,KFC,Pizza,Mumbai,4.2,2025,5,160,True,False,False,485.73
O021060,C00303,R0042,2026-04-12,1573.57,0.0,42.0,Cash,Delivered,Amit Kumar,Chennai,2024-01-01,Referral,Chaayos,North Indian,Chennai,4.8,2026,4,832,True,False,False,1573.57
O021061,C00068,R0066,2024-04-22,1553.45,0.0,34.0,UPI,Delivered,Arjun Gupta,Noida,2024-10-28,WhatsApp Campaign,Domino's Pizza,Healthy,Mumbai,4.8,2024,4,-189,True,False,False,1553.45
O021062,C01256,R0184,2024-10-17,656.41,0.0,59.0,UPI,Delivered,Sneha Patel,Pune,2024-09-06,Organic,KFC,Pizza,Gurugram,3.5,2024,10,41,True,False,False,656.41
O021063,C02764,R0038,2025-07-29,309.37,30.94,52.0,UPI,Refunded,Amit Kumar,Hyderabad,2024-08-19,Instagram Ads,Haldiram's,Pizza,Mumbai,4.5,2025,7,344,False,False,True,278.43
O021064,C03794,R0010,2026-03-08,1546.77,0.0,56.0,Wallet,Cancelled,Neha Singh,Hyderabad,2025-04-24,WhatsApp Campaign,Burger King,Fast Food,Noida,4.6,2026,3,318,False,True,False,1546.77
O021065,C02332,R0104,2024-10-02,347.87,34.79,33.0,Cash,Delivered,Rahul Sharma,Chennai,2024-04-18,Organic,Subway,Fast Food,Hyderabad,4.4,2024,10,167,True,False,False,313.08
O021066,C02294,R0003,2025-02-14,1377.81,137.78,28.0,Wallet,Delivered,Amit Kumar,Hyderabad,2025-01-04,Referral,Barbeque Nation,Pizza,Chennai,4.1,2025,2,41,True,False,False,1240.03
O021067,C04644,R0050,2025-06-05,1102.95,0.0,50.0,UPI,Cancelled,Ananya Mishra,Chennai,2024-03-19,Referral,Subway,Cafe,Mumbai,3.6,2025,6,443,False,True,False,1102.95
O021068,C01751,R0181,2026-04-03,979.37,97.94,24.0,Cash,Cancelled,Arjun Gupta,Mumbai,2025-09-15,WhatsApp Campaign,Subway,Fast Food,Hyderabad,4.6,2026,4,200,False,True,False,881.4300000000001
O021069,C03358,R0005,2024-05-10,383.32,0.0,50.0,Cash,Delivered,Rohan Agarwal,Bengaluru,2025-05-24,Instagram Ads,Pizza Hut,North Indian,Mumbai,5.0,2024,5,-379,True,False,False,383.32
O021070,C04979,R0029,2024-02-06,1129.53,112.95,30.0,Wallet,Delivered,Arjun Gupta,Gurugram,2025-07-19,Google Ads,Biryani By Kilo,Fast Food,Pune,4.0,2024,2,-529,True,False,False,1016.5799999999999
O021071,C03085,R0069,2025-09-19,831.62,0.0,59.0,Card,Delivered,Rohan Agarwal,Delhi,2024-05-01,WhatsApp Campaign,Pizza Hut,Fast Food,Noida,4.7,2025,9,506,True,False,False,831.62
O021072,C01925,R0002,2024-04-25,351.8,0.0,21.0,UPI,Delivered,Neha Singh,Noida,2024-09-23,Google Ads,Chaayos,North Indian,Gurugram,4.5,2024,4,-151,True,False,False,351.8
O021073,C01252,R0028,2024-06-04,767.96,76.8,30.0,Card,Delivered,Ananya Mishra,Gurugram,2025-10-02,Organic,Haldiram's,Fast Food,Hyderabad,4.8,2024,6,-485,True,False,False,691.1600000000001
O021074,C03259,R0167,2024-05-18,324.46,32.45,22.0,Wallet,Cancelled,Priya Verma,Delhi,2025-03-04,Google Ads,Starbucks,Healthy,Delhi,3.8,2024,5,-290,False,True,False,292.01
O021075,C04400,R0149,2026-01-17,1039.96,0.0,21.0,Card,Delivered,Ananya Mishra,Chennai,2025-10-22,Referral,Barbeque Nation,Pizza,Gurugram,4.9,2026,1,87,True,False,False,1039.96
O021076,C00449,R0051,2024-08-19,1252.79,0.0,20.0,UPI,Refunded,Rahul Sharma,Bengaluru,2024-08-23,Organic,Burger King,Cafe,Gurugram,4.9,2024,8,-4,False,False,True,1252.79
O021077,C00945,R0076,2026-01-28,836.67,83.67,21.0,UPI,Delivered,Amit Kumar,Delhi,2024-12-22,Organic,McDonald's,Fast Food,Noida,4.6,2026,1,402,True,False,False,753.0
O021078,C04546,R0174,2026-04-11,584.22,58.42,60.0,Cash,Delivered,Rahul Sharma,Chennai,2024-04-17,Instagram Ads,Barbeque Nation,Biryani,Noida,3.8,2026,4,724,True,False,False,525.8000000000001
O021079,C03381,R0102,2026-04-12,891.31,89.13,26.0,Card,Delivered,Ananya Mishra,Noida,2024-06-06,Referral,Starbucks,Fast Food,Noida,4.9,2026,4,675,True,False,False,802.18
O021080,C02648,R0188,2025-07-30,864.45,86.45,25.0,Card,Delivered,Rohan Agarwal,Noida,2024-02-10,Referral,Behrouz Biryani,Fast Food,Gurugram,4.6,2025,7,536,True,False,False,778.0
O021081,C04683,R0054,2024-02-27,706.0,70.6,55.0,Cash,Delivered,Neha Singh,Delhi,2024-05-05,Instagram Ads,Domino's Pizza,Pizza,Hyderabad,4.1,2024,2,-68,True,False,False,635.4
O021082,C03793,R0022,2024-03-07,1320.92,0.0,48.0,Card,Refunded,Sneha Patel,Gurugram,2024-09-15,Google Ads,Behrouz Biryani,North Indian,Chennai,3.9,2024,3,-192,False,False,True,1320.92
O021083,C03608,R0148,2024-04-06,1199.96,0.0,48.0,UPI,Delivered,Amit Kumar,Pune,2024-11-20,Instagram Ads,Domino's Pizza,North Indian,Chennai,4.5,2024,4,-228,True,False,False,1199.96
O021084,C00648,R0179,2024-02-16,821.26,0.0,51.0,Card,Delivered,Amit Kumar,Mumbai,2025-05-25,WhatsApp Campaign,Subway,Cafe,Delhi,4.3,2024,2,-464,True,False,False,821.26
O021085,C00522,R0063,2024-02-26,519.85,51.99,60.0,UPI,Delivered,Priya Verma,Chennai,2025-02-11,Referral,Burger King,North Indian,Pune,3.7,2024,2,-351,True,False,False,467.86
O021086,C03496,R0183,2025-03-07,912.95,0.0,31.0,Cash,Delivered,Rahul Sharma,Pune,2024-02-04,Google Ads,KFC,Biryani,Chennai,4.0,2025,3,397,True,False,False,912.95
O021087,C02577,R0078,2024-10-17,1286.34,0.0,46.0,Cash,Cancelled,Sneha Patel,Noida,2024-05-04,Organic,Biryani By Kilo,Healthy,Hyderabad,4.3,2024,10,166,False,True,False,1286.34
O021088,C00807,R0150,2024-01-20,1257.53,125.75,31.0,UPI,Refunded,Arjun Gupta,Mumbai,2024-04-05,Instagram Ads,Biryani By Kilo,Biryani,Mumbai,4.1,2024,1,-76,False,False,True,1131.78
O021089,C00792,R0165,2024-08-29,859.3,85.93,30.0,UPI,Refunded,Rahul Sharma,Bengaluru,2024-11-05,Instagram Ads,Chaayos,North Indian,Noida,4.8,2024,8,-68,False,False,True,773.3699999999999
O021090,C00264,R0022,2025-11-20,397.63,0.0,35.0,Wallet,Delivered,Neha Singh,Delhi,2024-05-23,Referral,Behrouz Biryani,North Indian,Chennai,3.9,2025,11,546,True,False,False,397.63
O021091,C03705,R0181,2024-10-26,892.11,0.0,47.0,Cash,Delivered,Amit Kumar,Bengaluru,2024-02-20,WhatsApp Campaign,Subway,Fast Food,Hyderabad,4.6,2024,10,249,True,False,False,892.11
O021092,C04149,R0182,2025-11-26,618.8,0.0,25.0,UPI,Delivered,Priya Verma,Bengaluru,2024-03-25,Referral,Chaayos,North Indian,Hyderabad,3.5,2025,11,611,True,False,False,618.8
O021093,C00124,R0056,2024-04-07,1496.68,0.0,60.0,Card,Refunded,Neha Singh,Hyderabad,2025-03-03,Instagram Ads,KFC,North Indian,Bengaluru,4.0,2024,4,-330,False,False,True,1496.68
O021094,C03230,R0052,2025-10-18,357.74,35.77,39.0,Wallet,Delivered,Priya Verma,Delhi,2024-02-10,Referral,Behrouz Biryani,Pizza,Pune,3.9,2025,10,616,True,False,False,321.97
O021095,C04877,R0075,2025-06-11,1348.33,134.83,21.0,UPI,Cancelled,Arjun Gupta,Mumbai,2024-05-31,Referral,Barbeque Nation,Fast Food,Gurugram,4.2,2025,6,376,False,True,False,1213.5
O021096,C02732,R0026,2024-09-25,1226.08,0.0,55.0,Wallet,Cancelled,Sneha Patel,Noida,2025-11-11,Google Ads,Haldiram's,Biryani,Delhi,3.5,2024,9,-412,False,True,False,1226.08
O021097,C03156,R0198,2026-02-21,1449.0,0.0,30.0,Wallet,Delivered,Amit Kumar,Delhi,2025-05-25,Google Ads,McDonald's,Healthy,Bengaluru,3.7,2026,2,272,True,False,False,1449.0
O021098,C04730,R0175,2025-02-06,830.61,0.0,33.0,Card,Delivered,Amit Kumar,Noida,2024-08-05,Instagram Ads,Barbeque Nation,Pizza,Delhi,3.8,2025,2,185,True,False,False,830.61
O021099,C01399,R0080,2024-08-30,520.65,52.06,40.0,UPI,Delivered,Sneha Patel,Gurugram,2025-01-12,Instagram Ads,McDonald's,Fast Food,Delhi,4.5,2024,8,-135,True,False,False,468.59
O021100,C00091,R0180,2024-04-17,430.63,43.06,31.0,Wallet,Delivered,Sneha Patel,Bengaluru,2025-02-08,Instagram Ads,KFC,North Indian,Hyderabad,3.7,2024,4,-297,True,False,False,387.57
O021101,C01003,R0122,2024-04-25,1544.0,154.4,39.0,Cash,Delivered,Arjun Gupta,Gurugram,2024-08-22,Google Ads,Barbeque Nation,Healthy,Bengaluru,4.4,2024,4,-119,True,False,False,1389.6
O021102,C04988,R0002,2024-08-29,1013.97,101.4,33.0,UPI,Refunded,Sneha Patel,Chennai,2025-09-24,Organic,Chaayos,North Indian,Gurugram,4.5,2024,8,-391,False,False,True,912.57
O021103,C02318,R0058,2024-09-24,255.37,0.0,43.0,Card,Cancelled,Priya Verma,Noida,2025-08-25,Organic,KFC,Cafe,Hyderabad,3.7,2024,9,-335,False,True,False,255.37
O021104,C01351,R0164,2025-01-24,377.35,37.74,34.0,Wallet,Cancelled,Amit Kumar,Hyderabad,2024-10-16,Google Ads,Pizza Hut,Healthy,Mumbai,4.8,2025,1,100,False,True,False,339.61
O021105,C01415,R0051,2025-12-17,549.39,0.0,58.0,Card,Refunded,Amit Kumar,Chennai,2024-09-29,Instagram Ads,Burger King,Cafe,Gurugram,4.9,2025,12,444,False,False,True,549.39
O021106,C02161,R0191,2024-09-06,1051.12,0.0,37.0,Cash,Delivered,Amit Kumar,Gurugram,2025-06-12,WhatsApp Campaign,Barbeque Nation,Pizza,Chennai,4.8,2024,9,-279,True,False,False,1051.12
O021107,C04535,R0012,2024-10-10,905.75,90.58,26.0,UPI,Cancelled,Neha Singh,Gurugram,2025-03-27,Organic,McDonald's,North Indian,Bengaluru,4.1,2024,10,-168,False,True,False,815.17
O021108,C01991,R0149,2025-07-22,520.62,0.0,50.0,UPI,Delivered,Ananya Mishra,Hyderabad,2024-10-10,Referral,Barbeque Nation,Pizza,Gurugram,4.9,2025,7,285,True,False,False,520.62
O021109,C02183,R0050,2024-11-18,1376.89,137.69,22.0,Wallet,Delivered,Amit Kumar,Bengaluru,2024-03-07,Organic,Subway,Cafe,Mumbai,3.6,2024,11,256,True,False,False,1239.2
O021110,C04268,R0198,2024-10-12,1097.24,0.0,20.0,Wallet,Refunded,Rahul Sharma,Delhi,2025-07-13,Google Ads,McDonald's,Healthy,Bengaluru,3.7,2024,10,-274,False,False,True,1097.24
O021111,C01840,R0142,2026-02-21,1505.32,150.53,26.0,Wallet,Delivered,Sneha Patel,Delhi,2025-06-24,Google Ads,Chaayos,Biryani,Chennai,3.7,2026,2,242,True,False,False,1354.79
O021112,C04432,R0173,2026-03-14,760.98,0.0,33.0,UPI,Cancelled,Sneha Patel,Mumbai,2024-08-29,WhatsApp Campaign,Behrouz Biryani,North Indian,Hyderabad,4.8,2026,3,562,False,True,False,760.98
O021113,C04785,R0017,2025-02-26,1092.31,0.0,41.0,UPI,Delivered,Rahul Sharma,Hyderabad,2024-06-17,Google Ads,Domino's Pizza,Biryani,Chennai,4.7,2025,2,254,True,False,False,1092.31
O021114,C03340,R0030,2025-11-06,1408.8,140.88,41.0,Card,Delivered,Rohan Agarwal,Hyderabad,2024-03-20,Google Ads,Chaayos,Cafe,Noida,4.5,2025,11,596,True,False,False,1267.92
O021115,C04943,R0149,2024-12-02,962.99,0.0,55.0,UPI,Delivered,Amit Kumar,Mumbai,2025-03-08,WhatsApp Campaign,Barbeque Nation,Pizza,Gurugram,4.9,2024,12,-96,True,False,False,962.99
O021116,C00201,R0175,2025-10-10,357.07,0.0,60.0,UPI,Delivered,Neha Singh,Gurugram,2025-09-10,Organic,Barbeque Nation,Pizza,Delhi,3.8,2025,10,30,True,False,False,357.07
O021117,C01145,R0005,2024-07-27,636.01,0.0,23.0,Wallet,Delivered,Sneha Patel,Chennai,2025-06-12,WhatsApp Campaign,Pizza Hut,North Indian,Mumbai,5.0,2024,7,-320,True,False,False,636.01
O021118,C03976,R0191,2024-07-24,1486.48,0.0,50.0,Card,Delivered,Neha Singh,Pune,2025-10-15,Organic,Barbeque Nation,Pizza,Chennai,4.8,2024,7,-448,True,False,False,1486.48
O021119,C04397,R0144,2025-01-23,681.08,0.0,20.0,Card,Delivered,Priya Verma,Mumbai,2024-12-15,Organic,Behrouz Biryani,Pizza,Gurugram,3.6,2025,1,39,True,False,False,681.08
O021120,C03537,R0140,2026-04-28,269.8,26.98,20.0,Wallet,Refunded,Ananya Mishra,Hyderabad,2025-09-11,Organic,Subway,Biryani,Gurugram,4.4,2026,4,229,False,False,True,242.82000000000002
O021121,C01098,R0165,2024-03-15,1353.02,135.3,47.0,Cash,Delivered,Priya Verma,Pune,2025-07-23,Organic,Chaayos,North Indian,Noida,4.8,2024,3,-495,True,False,False,1217.72
O021122,C00659,R0037,2025-04-02,304.39,0.0,55.0,UPI,Delivered,Priya Verma,Noida,2025-05-11,Instagram Ads,Barbeque Nation,North Indian,Pune,4.7,2025,4,-39,True,False,False,304.39
O021123,C02953,R0080,2025-08-19,1099.72,109.97,27.0,Card,Delivered,Rohan Agarwal,Chennai,2024-11-07,WhatsApp Campaign,McDonald's,Fast Food,Delhi,4.5,2025,8,285,True,False,False,989.75
O021124,C01492,R0173,2025-12-28,1293.84,0.0,29.0,UPI,Delivered,Rohan Agarwal,Noida,2025-01-25,Google Ads,Behrouz Biryani,North Indian,Hyderabad,4.8,2025,12,337,True,False,False,1293.84
O021125,C00181,R0091,2026-01-06,988.55,0.0,20.0,UPI,Delivered,Arjun Gupta,Delhi,2024-11-20,Referral,Chaayos,Pizza,Bengaluru,4.5,2026,1,412,True,False,False,988.55
O021126,C02558,R0176,2024-09-05,864.06,0.0,38.0,UPI,Delivered,Neha Singh,Noida,2025-11-08,WhatsApp Campaign,Behrouz Biryani,Pizza,Delhi,4.9,2024,9,-429,True,False,False,864.06
O021127,C03868,R0199,2025-04-18,807.52,80.75,56.0,Cash,Refunded,Neha Singh,Pune,2024-02-11,Instagram Ads,Burger King,Biryani,Mumbai,4.0,2025,4,432,False,False,True,726.77
O021128,C00151,R0028,2025-08-13,559.98,56.0,27.0,UPI,Delivered,Sneha Patel,Pune,2025-03-28,Google Ads,Haldiram's,Fast Food,Hyderabad,4.8,2025,8,138,True,False,False,503.98
O021129,C00098,R0161,2026-03-22,1187.96,118.8,23.0,Card,Delivered,Priya Verma,Noida,2024-06-27,Referral,Pizza Hut,Healthy,Chennai,3.9,2026,3,633,True,False,False,1069.16
O021130,C03839,R0143,2025-10-17,738.34,0.0,60.0,UPI,Delivered,Arjun Gupta,Hyderabad,2024-10-17,Google Ads,Domino's Pizza,North Indian,Pune,4.1,2025,10,365,True,False,False,738.34
O021131,C01564,R0140,2025-10-09,1353.87,135.39,50.0,Wallet,Cancelled,Arjun Gupta,Gurugram,2025-11-20,Organic,Subway,Biryani,Gurugram,4.4,2025,10,-42,False,True,False,1218.48
O021132,C02484,R0165,2024-09-21,1389.12,0.0,29.0,UPI,Delivered,Amit Kumar,Mumbai,2025-10-05,Referral,Chaayos,North Indian,Noida,4.8,2024,9,-379,True,False,False,1389.12
O021133,C01164,R0063,2026-04-22,889.89,88.99,45.0,Cash,Delivered,Rohan Agarwal,Hyderabad,2024-02-26,WhatsApp Campaign,Burger King,North Indian,Pune,3.7,2026,4,786,True,False,False,800.9
O021134,C02344,R0030,2025-04-08,1069.96,107.0,21.0,UPI,Cancelled,Amit Kumar,Delhi,2024-09-09,Instagram Ads,Chaayos,Cafe,Noida,4.5,2025,4,211,False,True,False,962.96
O021135,C01948,R0063,2025-12-30,1432.83,143.28,47.0,UPI,Delivered,Rohan Agarwal,Chennai,2024-12-28,Organic,Burger King,North Indian,Pune,3.7,2025,12,367,True,False,False,1289.55
O021136,C02286,R0011,2024-12-11,379.13,0.0,44.0,Card,Cancelled,Rahul Sharma,Gurugram,2025-08-20,Google Ads,Barbeque Nation,North Indian,Pune,4.8,2024,12,-252,False,True,False,379.13
